YEAR,TEAM,SEED,CONF,KADJ EM,KADJ O,KADJ D,KADJ T,BADJ EM,BADJ O,BADJ D,BARTHAG,EFG%,EFG%D,FTR,FTRD,TOV%,TOV%D,OREB%,DREB%,2PT%,2PT%D,3PT%,3PT%D,2PTR,3PTR,EXP,TALENT,AVG HGT,EFF HGT,PPPO,PPPD,WAB,ELITE SOS,BADJ T,ROUNDS_WON,RELATIVE RATING,KILLSHOTS PER GAME,KILL SHOTS CONCEDED PER GAME,KILLSHOTS MARGIN,ROSTER RANK,INJURY RANK,NET RPI,ELO,B POWER,Q1 W,Q2 W,Q1 PLUS Q2 W,Q3 Q4 L,RESUME,R SCORE,SEED_DIVERGENCE,COACH,COACH_PREMIUM
2013,Colorado St.,8,MWC,20.1795,118.136,97.9562,62.9945,18.1,115.5,97.4,0.877,48.9,48.2,43.3,36.6,16.7,16.9,41.8,76.7,48.4,46.6,33.4,33.9,72.7,27.3,2.496,33.913,76.985,79.486,1.124,0.988,1.9,23.522,64.8,1.0,15.59715605,,,,,,18,32,19.0,3,8,11,1,40,96.6,3,Larry Eustachy,-0.3
2013,North Carolina St.,8,ACC,17.4046,116.772,99.3673,66.1873,17.5,115.6,98.1,0.869,54.1,46.6,41.2,28.1,17.9,16.9,34.9,67.0,52.5,47.4,39.3,29.9,76.3,23.7,1.692,88.25,78.107,80.404,1.125,1.016,2.2,27.234,68.2,0.0,15.82457662,,,,,,33,41,29.0,3,4,7,1,43,91.0,0,Mark Gottfried,1.4
2013,North Carolina,8,ACC,17.1634,112.478,95.3146,68.7962,17.2,110.7,93.5,0.875,49.5,48.0,28.0,26.7,17.1,21.2,35.1,69.1,46.9,45.9,37.0,34.9,69.3,30.7,1.252,89.557,77.731,80.643,1.062,0.963,2.5,29.188,71.4,1.0,15.79499942,,,,,,17,23,32.0,2,7,9,1,51,94.1,0,Roy Williams,5.3
2013,Missouri,9,SEC,19.2225,115.006,95.7839,65.5079,17.7,112.9,95.2,0.877,51.3,45.9,35.1,28.8,19.3,17.5,39.5,71.7,51.4,44.0,34.0,32.9,68.7,31.3,1.964,60.673,77.549,80.874,1.109,0.962,1.2,26.096,67.6,0.0,18.15142242,,,,,,36,48,22.0,4,5,9,1,33,90.8,3,Frank Haith,-2.8
2013,Wichita St.,9,MVC,17.3895,109.966,92.5764,62.4159,16.2,107.8,91.6,0.867,50.2,46.0,35.8,37.4,19.8,20.4,38.0,74.7,50.1,44.0,33.7,33.0,64.8,35.2,1.983,6.608,76.494,80.747,1.072,0.937,2.2,22.177,64.8,4.0,15.57858843,,,,,,37,37,30.0,3,5,8,3,42,88.1,1,Gregg Marshall,0.2
2013,Villanova,9,BE,13.6158,106.057,92.4411,65.6855,13.8,105.0,91.2,0.835,47.3,46.9,51.3,40.5,22.9,21.9,32.8,70.3,45.6,42.3,33.7,36.8,64.7,35.3,1.331,73.986,78.351,81.292,0.988,0.952,0.3,32.168,67.8,0.0,13.28489881,,,,,,52,56,54.0,5,3,8,2,21,65.0,-3,Jay Wright,3.9
2013,Temple,9,A10,11.9609,111.464,99.5026,65.1334,12.5,110.0,97.5,0.8,49.2,48.7,35.5,33.9,16.2,20.2,31.2,68.1,48.7,46.8,33.4,35.5,62.8,37.2,2.384,30.212,77.522,79.605,1.072,1.003,1.5,24.902,67.1,1.0,12.26199283,,,,,,41,40,60.0,4,6,10,3,27,81.3,-4,Fran Dunphy,-3.5
2013,Iowa St.,10,B12,16.2941,116.863,100.569,67.5365,17.0,115.5,98.5,0.862,53.6,47.8,33.1,32.4,18.6,18.5,34.6,71.1,52.1,48.6,37.0,30.7,56.1,43.9,2.282,48.784,76.7,79.461,1.116,0.998,0.7,27.483,69.6,1.0,13.99400503,,,,,,45,46,36.0,4,4,8,2,45,68.9,1,Fred Hoiberg,-1.7
2013,Cincinnati,10,BE,15.5856,105.794,90.2087,62.2632,17.0,105.1,88.1,0.884,46.2,43.1,36.2,32.1,19.5,20.1,38.8,70.1,45.3,42.2,31.7,30.0,62.7,37.3,2.206,45.606,77.15,80.796,1.014,0.895,1.7,29.557,65.5,0.0,16.09020127,,,,,,50,49,40.0,5,4,9,0,37,70.3,0,Mick Cronin,0.1
2013,Colorado,10,P12,14.7956,107.269,92.4737,63.0028,14.8,105.8,91.0,0.85,48.6,46.1,41.4,24.7,19.9,19.4,33.9,69.5,47.2,44.9,34.7,32.3,71.3,28.7,1.163,58.643,77.38,80.209,1.021,0.956,1.4,29.032,65.6,0.0,11.37834582,,,,,,38,50,49.0,4,5,9,2,36,79.9,-1,Tad Boyle,-1.4
2013,Oklahoma,10,B12,14.3172,111.409,97.0916,64.6503,14.4,109.5,95.1,0.835,47.9,47.4,36.1,31.5,17.6,19.7,33.6,68.6,47.5,46.5,32.6,32.7,73.6,26.4,1.87,58.608,77.043,79.788,1.055,0.982,0.3,27.937,66.9,0.0,12.77836496,,,,,,39,65,50.0,3,5,8,2,50,53.8,-2,Lon Kruger,-1.0
2013,Minnesota,11,B10,19.1442,113.792,94.6477,61.1328,20.7,112.7,92.0,0.912,49.1,45.4,41.9,35.3,21.7,20.1,44.1,67.1,49.1,42.6,32.6,33.9,70.4,29.6,1.964,46.837,77.26,80.294,1.076,0.97,2.1,34.85,64.0,1.0,16.48087066,,,,,,34,69,23.0,5,6,11,3,20,94.4,5,Tubby Smith,-1.6
2013,Saint Mary's,11,WCC,18.9259,116.686,97.7603,62.7285,18.4,115.0,96.6,0.881,54.3,47.2,36.9,37.6,18.4,17.8,37.2,75.0,53.2,43.9,37.3,36.9,61.9,38.1,2.03,20.444,77.076,79.935,1.157,0.978,2.5,19.997,65.2,0.0,16.5430131,,,,,,29,14,24.0,1,6,7,1,61,85.3,5,Randy Bennett,-2.6
2013,Belmont,11,OVC,15.7507,111.598,95.8476,65.3017,14.0,108.9,94.9,0.83,56.8,47.4,32.4,36.9,19.8,25.0,30.4,66.1,57.1,46.2,37.6,32.9,60.5,39.5,2.311,12.834,76.268,78.643,1.123,0.944,0.1,15.327,67.4,0.0,14.50282054,,,,,,19,34,39.0,1,5,6,4,78,67.2,2,Rick Byrd,-1.9
2013,Middle Tennessee,11,SB,15.5372,107.517,91.9796,62.9037,14.8,105.2,90.4,0.851,51.3,44.1,42.2,42.5,20.8,23.9,37.0,71.0,49.4,43.9,37.8,29.6,73.8,26.2,2.526,13.326,76.133,79.515,1.074,0.871,0.7,12.743,65.0,,13.09286757,,,,,,28,26,41.0,1,0,1,2,105,27.7,1,Kermit Davis,-0.2
2013,Bucknell,11,Pat,13.4434,107.882,94.4384,60.9891,12.4,105.6,93.2,0.808,49.9,42.6,36.6,28.7,15.1,14.3,29.6,75.8,48.6,41.0,36.0,30.9,75.7,24.3,2.186,1.731,77.251,80.664,1.075,0.923,1.0,13.42,63.3,0.0,12.78923225,,,,,,51,33,55.0,1,2,3,4,93,11.4,-1,David Paulsen,0.0
2013,Mississippi,12,SEC,16.5223,112.338,95.8159,68.7636,13.8,109.7,95.9,0.824,49.3,46.6,39.3,31.3,15.8,21.7,33.8,68.1,49.3,46.4,33.0,31.3,66.8,33.2,1.846,66.788,76.985,80.001,1.087,0.939,1.6,21.197,71.1,1.0,15.40731884,,,,,,48,35,35.0,3,5,8,3,53,66.2,3,Andy Kennedy,-1.2
2013,Oregon,12,P12,14.8613,105.529,90.6673,67.0931,14.6,103.8,89.2,0.851,49.1,46.3,39.0,32.7,21.3,22.3,36.1,72.2,49.4,44.2,32.3,34.3,72.6,27.4,1.899,45.898,77.391,80.413,1.024,0.908,2.9,23.326,69.2,2.0,12.67320725,,,,,,47,31,46.0,4,5,9,1,31,83.9,1,Dana Altman,6.5
2013,Akron,12,MAC,13.7427,107.801,94.0583,64.6243,11.6,105.4,93.8,0.793,51.4,44.0,36.8,35.5,20.4,20.5,37.8,69.8,52.2,42.2,33.2,32.2,63.3,36.7,1.73,28.109,77.857,81.274,1.067,0.923,0.3,14.733,66.6,0.0,13.04365043,,,,,,42,38,52.0,1,4,5,3,91,21.5,0,Keith Dambrot,-0.5
2013,California,12,P12,12.7298,107.434,94.7044,63.887,11.9,105.6,93.7,0.798,48.2,44.5,31.3,30.7,18.8,16.6,32.8,69.4,48.9,42.0,30.4,33.6,76.6,23.4,1.698,60.347,77.908,81.285,1.014,0.967,0.5,27.791,66.4,1.0,10.85410648,,,,,,54,54,59.0,5,2,7,1,38,44.4,-1,Mike Montgomery,-0.1
2013,Boise St.,13,MWC,15.1001,113.2,98.0999,64.2697,14.3,111.4,97.1,0.829,51.6,50.6,33.7,42.8,18.4,20.1,30.1,75.4,48.2,50.4,38.7,34.1,64.8,35.2,1.352,0.423,76.494,78.633,1.067,0.998,-0.2,25.683,66.4,,10.47176553,,,,,,44,51,45.0,4,4,8,2,28,68.0,2,Leon Rice,-1.3
2013,La Salle,13,A10,13.3018,110.546,97.2446,64.3651,14.3,109.8,95.5,0.833,51.5,49.2,31.5,28.6,17.3,22.0,29.6,67.1,49.1,50.6,37.1,29.9,64.3,35.7,1.728,25.678,75.618,79.016,1.072,0.976,0.3,23.333,66.6,2.0,11.17373268,,,,,,46,42,57.0,2,4,6,1,49,47.5,0,John Giannini,1.8
2013,New Mexico St.,13,WAC,8.84441,105.566,96.7219,63.1987,7.9,103.3,95.4,0.714,50.0,45.3,47.9,30.8,21.8,18.7,36.4,70.2,50.3,43.0,32.6,33.8,76.3,23.7,1.61,18.788,78.345,83.359,1.034,0.955,-3.1,14.948,65.2,0.0,6.864773963,,,,,,55,52,81.0,1,3,4,4,86,1.2,-1,Marvin Menzies,-1.3
2013,South Dakota St.,13,Sum,7.16609,112.586,105.42,61.9938,5.8,110.0,104.2,0.651,53.5,50.9,33.5,24.7,16.3,17.1,29.0,74.0,50.2,49.6,39.4,35.5,63.7,36.3,2.194,8.145,77.542,79.62,1.121,1.024,-3.2,13.855,64.1,0.0,9.569350081,,,,,,62,70,95.0,1,3,4,5,87,0.3,-1,Scott Nagy,-1.1
2013,Montana,13,BSky,2.71159,105.569,102.857,61.796,1.3,103.2,101.9,0.536,54.0,48.3,41.3,35.1,18.9,18.5,25.1,69.4,52.5,47.8,37.8,33.1,64.5,35.5,1.764,13.694,76.945,79.637,1.083,1.009,-1.4,11.573,63.8,0.0,2.970368147,,,,,,74,71,138.0,0,2,2,1,116,0.0,-3,Wayne Tinkle,1.0
2013,Valparaiso,14,Horz,11.9193,111.066,99.147,63.7461,10.1,107.8,97.7,0.756,56.1,46.0,42.3,37.4,22.0,19.2,31.6,72.7,56.1,44.5,37.5,33.6,60.2,39.8,2.728,25.855,76.119,79.64,1.094,0.958,-0.8,13.999,65.8,0.0,10.34546611,,,,,,58,36,61.0,0,2,2,4,129,0.6,1,Bryce Drew,-1.0
2013,Davidson,14,SC,11.1711,112.441,101.27,63.2755,11.3,110.8,99.5,0.775,53.3,45.5,38.7,36.5,17.0,18.9,29.2,72.1,52.2,44.5,36.6,32.3,61.5,38.5,2.27,23.91,77.82,79.957,1.127,0.956,-1.4,13.113,65.4,0.0,12.37890879,,,,,,61,39,66.0,0,2,2,3,144,0.2,0,Bob Mckillop,0.3
2013,Harvard,14,Ivy,6.90592,108.139,101.233,62.4831,5.9,106.0,100.1,0.659,55.0,49.0,50.4,30.7,21.1,21.1,26.1,68.5,52.4,49.0,40.1,32.7,66.2,33.8,1.292,23.885,76.611,78.38,1.065,0.992,-2.6,17.558,64.9,1.0,5.647549128,,,,,,92,86,98.0,0,1,1,4,149,0.0,-1,Tommy Amaker,0.6
2013,Northwestern St.,14,Slnd,3.18756,106.886,103.699,71.4118,3.0,105.0,102.0,0.583,49.3,47.6,40.8,40.6,19.0,22.0,35.3,63.0,50.2,46.5,31.4,34.0,70.3,29.7,2.009,0.2,76.206,80.164,1.06,0.985,-3.2,12.973,73.2,0.0,0.464927581,,,,,,78,72,133.0,0,3,3,4,125,0.0,-1,,0.0
2013,Iona,15,MAAC,7.85234,114.644,106.791,68.6813,8.8,113.8,105.0,0.716,52.5,51.5,32.7,32.1,16.9,19.5,32.8,66.6,50.5,49.1,37.3,37.3,63.6,36.4,2.016,22.901,75.374,78.622,1.119,1.051,-5.9,15.075,71.0,0.0,7.515305089,,,,,,98,89,91.0,0,3,3,10,151,0.0,1,Tim Cluess,-0.6
2013,Pacific,15,BW,5.53976,106.871,101.331,61.5719,4.7,105.7,101.0,0.628,50.8,49.7,38.2,39.2,17.7,20.1,29.4,69.4,47.1,48.3,39.1,34.7,68.2,31.8,2.518,1.732,76.059,79.301,1.054,1.025,-5.1,15.835,63.3,0.0,2.730444325,,,,,,97,83,111.0,1,1,2,8,128,0.0,0,Bob Thomason,-0.1
2013,Florida Gulf Coast,15,ASun,3.35293,103.304,99.9512,66.6594,4.5,101.9,97.4,0.627,51.4,47.1,34.5,32.9,20.9,22.4,33.2,67.3,52.3,47.0,33.1,31.5,65.2,34.8,1.657,10.319,77.057,80.341,1.034,0.962,-4.0,14.203,68.9,2.0,6.356612136,,,,,,93,76,129.0,1,1,2,6,123,0.0,0,Andy Enfield,2.0
2013,Albany,15,AE,1.15535,102.346,101.191,61.1481,1.5,101.1,99.6,0.543,49.8,47.9,40.3,27.4,21.2,19.9,31.7,71.7,47.4,47.1,36.4,33.1,67.0,33.0,2.227,0.2,75.572,79.798,1.022,0.957,-4.5,11.678,63.3,0.0,0.915286226,,,,,,131,88,150.0,0,2,2,6,136,0.0,-1,Will Brown,-0.3
2013,Southern,16,SWAC,-0.29274,99.0012,99.294,62.7873,-1.4,96.1,97.5,0.459,49.1,41.6,40.3,35.2,16.8,20.3,26.7,68.9,46.2,40.4,36.4,29.6,65.6,34.4,2.374,10.29,76.733,80.509,1.019,0.894,-5.7,8.266,65.1,0.0,-2.888520721,,,,,,180,141,172.0,0,0,0,7,196,0.0,0,Roman Banks,0.0
2013,Western Kentucky,16,SB,-0.9659,101.798,102.763,63.8433,-1.1,99.5,100.6,0.468,49.1,47.9,37.9,37.0,22.4,20.7,34.8,68.9,48.7,47.4,33.2,32.8,63.6,36.4,1.539,19.116,76.514,79.509,0.998,0.987,-8.4,14.863,66.0,0.0,-1.814252192,,,,,,150,150,180.0,0,0,0,9,195,0.0,0,Ray Harper,-0.2
2013,LIU Brooklyn,16,NEC,-1.37364,111.069,112.442,66.723,-3.1,108.5,111.6,0.42,54.9,52.5,46.3,31.9,20.3,18.4,35.0,66.7,53.4,51.0,38.5,37.3,65.9,34.1,2.207,9.265,74.534,78.703,1.122,1.078,-8.6,9.217,69.5,,0.864438045,,,,,,179,122,187.0,0,0,0,11,209,0.0,0,,0.0
2013,James Madison,16,CAA,-1.67462,99.5556,101.23,62.5026,-1.7,98.1,99.8,0.451,47.4,48.7,38.3,39.8,17.2,21.3,29.2,69.5,46.1,46.7,33.3,35.0,67.9,32.1,1.667,18.227,77.133,78.598,1.006,0.993,-8.9,10.325,64.5,0.0,-0.656186205,,,,,,182,140,191.0,0,0,0,11,243,0.0,0,Matt Brady,0.0
2013,North Carolina A&T,16,MEAC,-5.32804,92.5828,97.9108,64.8071,-5.0,91.0,96.0,0.351,45.2,44.5,43.2,41.3,22.5,23.6,30.2,66.6,45.1,42.5,30.2,31.8,63.0,37.0,2.33,0.2,76.88,79.23,0.92,0.917,-11.5,9.659,66.9,0.0,-5.482757296,,,,,,213,186,228.0,0,1,1,14,254,0.0,0,Cy Alexander,0.0
2013,Liberty,16,BSth,-9.51521,100.529,110.044,63.8178,-10.0,98.3,108.3,0.247,48.4,47.5,38.5,38.5,19.9,15.2,29.3,67.1,45.0,48.4,36.7,30.5,65.7,34.3,1.867,0.2,76.148,80.286,1.009,1.06,-15.6,10.16,65.8,,-8.700951724,,,,,,287,230,267.0,0,0,0,16,334,0.0,0,Dale Layer,0.0
2014,Arizona,1,P12,30.3964,115.193,84.7964,63.1175,28.3,115.0,86.7,0.963,51.6,42.2,41.7,34.5,16.0,19.0,37.2,74.0,50.9,40.5,35.6,31.4,73.5,26.5,1.079,82.869,77.558,81.238,1.121,0.892,9.4,28.319,64.6,3.0,27.39384948,,,,,,2,3,2.0,11,7,18,0,2,100.0,0,Sean Miller,1.3
2014,Florida,1,SEC,27.8106,116.216,88.4056,61.5519,27.1,115.9,88.8,0.955,52.7,45.1,43.4,32.6,17.8,21.9,35.6,71.2,51.3,42.9,36.8,33.3,64.7,35.3,1.993,69.322,77.511,80.174,1.114,0.913,11.7,29.067,63.4,4.0,30.66535966,,,,,,1,1,3.0,10,7,17,0,3,100.0,0,Billy Donovan,4.0
2014,Virginia,1,ACC,26.4285,113.85,87.4218,59.6528,24.8,113.2,88.4,0.945,50.6,43.9,42.4,32.3,16.8,18.8,34.8,73.6,48.9,41.8,36.5,31.9,70.4,29.6,1.452,71.947,78.348,80.675,1.086,0.911,8.2,30.369,61.3,2.0,26.19787766,,,,,,8,4,4.0,5,8,13,0,16,99.8,0,Tony Bennett,-7.1
2014,Wichita St.,1,MVC,25.1804,117.117,91.937,63.5718,22.0,115.5,93.5,0.919,52.0,44.8,47.3,35.6,16.2,18.5,35.4,74.1,52.0,43.7,34.7,31.3,63.5,36.5,1.929,8.712,76.437,79.789,1.158,0.925,8.1,15.817,65.2,1.0,23.69043971,,,,,,4,2,8.0,3,8,11,0,49,99.9,-1,Gregg Marshall,0.2
2014,Kansas,2,B12,25.4011,119.974,94.5731,66.8907,24.7,120.2,95.5,0.934,54.5,47.1,48.9,45.8,19.0,16.3,37.1,70.9,55.7,44.1,34.5,35.9,70.8,29.2,0.73,89.062,77.614,81.076,1.149,1.017,6.9,35.326,68.3,1.0,22.01489746,,,,,,3,18,5.0,12,5,17,0,1,99.9,0,Bill Self,-3.7
2014,Villanova,2,BE,25.2627,117.154,91.8909,65.8913,23.3,116.1,92.8,0.929,54.0,46.6,45.0,38.7,17.2,20.2,33.1,71.1,53.9,43.4,36.1,35.4,55.4,44.6,1.542,68.549,77.532,79.663,1.142,0.968,8.3,27.216,67.4,1.0,20.57107562,,,,,,5,5,7.0,6,10,16,1,20,99.9,0,Jay Wright,3.9
2014,Wisconsin,2,B10,23.8262,120.678,96.8522,62.7652,25.3,121.9,96.6,0.936,53.1,47.5,44.1,25.9,12.6,15.6,27.9,72.3,51.3,46.2,37.3,34.3,60.7,39.3,1.682,66.98,76.946,80.896,1.152,1.012,7.9,32.853,64.3,4.0,22.69597898,,,,,,6,13,10.0,7,9,16,2,5,99.9,-1,Bo Ryan,3.2
2014,Michigan,2,B10,22.7757,122.369,99.5935,61.5484,23.3,123.0,99.7,0.918,55.5,49.6,35.9,27.6,14.8,17.3,28.9,71.1,53.1,50.4,39.4,32.1,60.0,40.0,1.052,71.641,77.218,79.451,1.171,1.029,7.7,36.032,63.0,3.0,21.3053082,,,,,,11,7,12.0,10,4,14,2,4,99.8,-1,John Beilein,6.5
2014,Duke,3,ACC,25.3098,124.75,99.4399,64.8311,28.3,126.1,97.8,0.949,54.0,49.0,39.3,40.2,14.4,18.7,35.1,68.3,50.8,50.0,39.4,30.5,61.0,39.0,1.373,86.76,77.872,80.646,1.198,1.022,6.5,30.879,66.8,0.0,25.07479295,,,,,,9,12,6.0,6,6,12,2,7,99.8,1,Mike Krzyzewski,-0.1
2014,Creighton,3,BE,24.7882,125.701,100.913,63.9037,26.1,126.5,100.4,0.935,59.3,48.0,34.3,32.9,15.2,15.1,28.1,72.2,56.2,46.8,42.1,33.6,55.3,44.7,2.416,27.104,76.528,79.997,1.214,1.029,5.6,26.415,65.6,1.0,21.85908104,,,,,,10,19,9.0,8,6,14,0,9,99.8,0,Greg Mcdermott,1.6
2014,Syracuse,3,ACC,21.5042,114.707,93.2029,59.7435,21.8,115.3,93.5,0.918,48.2,48.3,38.8,36.5,14.6,21.9,38.1,68.3,47.5,45.8,33.5,34.6,72.9,27.1,1.424,87.563,78.485,80.718,1.119,0.977,7.9,28.889,61.5,1.0,20.7273755,,,,,,16,11,18.0,7,7,14,2,10,99.7,-2,Jim Boeheim,4.6
2014,Iowa St.,3,B12,20.9515,116.764,95.8121,70.4795,19.8,116.6,96.8,0.895,53.8,47.1,37.2,31.1,14.4,16.2,28.1,71.7,54.6,45.4,35.1,33.6,61.9,38.1,1.565,47.303,76.666,78.35,1.131,1.009,7.5,31.563,71.9,2.0,17.6702834,,,,,,7,9,21.0,9,6,15,0,6,99.8,-3,Fred Hoiberg,-1.7
2014,Louisville,4,Amer,30.5677,119.102,88.5345,67.4981,31.0,119.2,88.2,0.97,54.0,43.8,40.4,38.2,14.9,25.2,37.3,67.1,53.0,43.9,37.1,29.1,64.4,35.6,1.843,58.072,76.472,80.55,1.188,0.882,5.3,21.304,69.0,2.0,30.92490687,,,,,,19,6,1.0,5,4,9,0,17,99.5,3,Rick Pitino,2.6
2014,Michigan St.,4,B10,23.7886,118.203,94.4143,64.3969,23.6,118.4,94.8,0.928,54.5,46.2,33.5,39.1,17.1,18.3,33.5,72.3,52.1,44.0,39.1,33.2,64.2,35.8,1.664,82.535,77.073,80.354,1.137,0.978,6.9,32.172,66.3,3.0,24.45047391,,,,,,18,17,11.0,7,3,10,0,8,99.7,1,Tom Izzo,10.3
2014,UCLA,4,P12,22.2575,118.14,95.8826,68.6469,21.6,118.5,96.9,0.91,54.4,50.1,39.0,36.4,14.9,20.5,30.2,71.7,52.8,48.8,39.1,34.6,72.5,27.5,1.33,82.764,78.78,81.557,1.155,0.999,4.5,25.87,70.4,2.0,21.5816324,,,,,,14,15,13.0,8,4,12,1,21,99.4,0,Steve Alford,-1.5
2014,San Diego St.,4,MWC,19.8236,109.055,89.2312,62.8054,17.8,108.4,90.6,0.887,46.8,44.4,44.9,31.8,15.3,21.1,36.1,70.5,45.4,43.6,33.9,30.8,74.8,25.2,1.858,55.124,78.555,80.6,1.07,0.905,6.0,22.259,64.4,2.0,18.00117069,,,,,,15,8,24.0,3,3,6,1,39,99.3,-2,Steve Fisher,0.0
2014,VCU,5,A10,20.2135,108.679,88.4655,69.3132,18.0,107.8,89.8,0.891,47.8,47.5,35.7,39.5,17.2,25.6,35.1,69.3,45.5,48.5,34.9,30.1,66.1,33.9,1.651,34.176,76.386,79.11,1.051,0.909,3.6,23.556,71.0,0.0,18.76523919,,,,,,13,16,23.0,5,7,12,1,27,98.8,-1,Shaka Smart,-5.0
2014,Cincinnati,5,Amer,19.0788,109.197,90.1186,61.2764,17.5,108.6,91.1,0.883,47.9,44.6,39.1,35.3,17.4,22.5,39.1,67.7,46.9,43.0,33.5,31.9,68.8,31.2,1.945,51.198,77.546,79.957,1.079,0.916,5.3,24.925,63.5,0.0,19.36188861,,,,,,21,21,26.0,6,4,10,0,23,98.6,-2,Mick Cronin,0.1
2014,Oklahoma,5,B12,18.4058,117.886,99.4806,69.9669,18.6,118.4,99.8,0.877,52.0,49.5,40.0,38.4,15.8,17.7,32.3,69.4,49.3,48.6,37.8,34.0,63.2,36.8,1.251,61.684,76.84,79.462,1.132,1.046,4.1,29.271,71.8,0.0,14.28741664,,,,,,26,33,28.0,7,4,11,1,24,97.5,-2,Lon Kruger,-1.0
2014,Saint Louis,5,A10,15.792,105.599,89.8073,65.5822,15.4,105.4,90.0,0.86,49.7,44.0,40.6,34.3,18.6,21.0,29.2,70.9,50.5,44.1,32.0,29.1,67.4,32.6,2.475,14.572,76.18,80.531,1.032,0.91,3.8,21.668,67.4,1.0,13.54215007,,,,,,27,25,35.0,5,4,9,1,26,96.5,-4,Jim Crews,-0.7
2014,Ohio St.,6,B10,21.6743,109.354,87.6797,64.0434,20.9,109.3,88.4,0.92,50.3,45.2,42.8,29.7,17.1,22.0,30.0,70.0,51.0,45.7,32.6,29.4,66.8,33.2,2.15,83.039,77.464,80.655,1.066,0.913,4.5,28.439,65.3,0.0,20.81040657,,,,,,24,29,15.0,6,7,13,3,22,98.7,2,Thad Matta,-0.7
2014,North Carolina,6,ACC,18.3881,111.545,93.1571,69.426,17.8,111.7,93.9,0.88,49.8,46.5,44.6,41.8,17.1,19.4,37.8,68.7,49.6,46.2,33.6,31.3,79.2,20.8,1.199,85.624,77.277,81.123,1.082,0.979,4.2,30.458,70.9,1.0,18.61992261,,,,,,25,26,29.0,5,6,11,3,14,98.6,-2,Roy Williams,5.3
2014,Baylor,6,B12,17.8854,118.684,100.799,61.1487,17.0,118.1,101.1,0.857,51.4,48.6,43.7,32.7,18.2,15.9,41.1,67.1,48.2,45.6,38.4,36.7,65.5,34.5,2.021,51.342,77.66,82.044,1.138,1.055,3.1,30.866,62.8,2.0,14.90104906,,,,,,30,27,30.0,8,4,12,1,11,97.5,-2,Scott Drew,-0.8
2014,Massachusetts,6,A10,14.1875,109.841,95.6537,70.3142,13.6,109.7,96.1,0.821,50.6,46.4,40.0,36.7,18.8,18.8,34.3,68.4,50.1,46.2,34.7,31.3,73.6,26.4,2.092,27.037,76.647,80.751,1.057,0.983,3.6,24.043,71.7,0.0,11.231022,,,,,,23,36,49.0,7,6,13,1,13,97.4,-5,Derek Kellogg,-1.1
2014,Connecticut,7,Amer,19.1162,111.355,92.2385,63.4064,18.8,111.6,92.8,0.893,51.4,43.9,38.6,35.5,17.6,19.5,31.2,66.6,48.0,41.4,38.7,32.9,66.2,33.8,2.055,59.433,77.542,81.475,1.086,0.954,4.7,27.116,65.1,6.0,18.10742874,,,,,,22,22,25.0,7,2,9,1,15,99.1,0,Kevin Ollie,5.5
2014,Oregon,7,P12,18.783,118.258,99.4749,67.8101,16.7,117.3,100.6,0.854,53.4,49.3,42.9,48.0,16.3,19.3,32.8,68.2,50.7,49.7,39.2,32.3,66.1,33.9,2.211,58.907,75.908,79.888,1.147,1.037,2.6,25.655,69.4,1.0,15.30222958,,,,,,28,34,27.0,4,7,11,1,28,96.3,0,Dana Altman,6.5
2014,New Mexico,7,MWC,17.5475,113.782,96.2346,64.7417,16.7,113.8,97.1,0.861,51.4,44.9,47.0,31.2,15.9,14.9,32.8,71.4,51.8,41.4,33.7,34.4,68.2,31.8,1.938,19.974,78.348,82.009,1.12,0.996,4.4,21.24,66.3,0.0,16.37936731,,,,,,12,10,31.0,3,4,7,1,38,98.6,-1,Craig Neal,-0.9
2014,Texas,7,B12,14.9889,110.262,95.2735,67.2135,15.7,110.8,95.1,0.853,47.4,46.0,43.8,40.5,17.7,16.6,39.4,70.0,46.9,42.9,32.4,34.2,73.6,26.4,0.797,66.138,76.477,80.917,1.063,1.004,3.6,29.843,68.9,1.0,12.39547192,,,,,,36,39,41.0,6,6,12,1,12,96.1,-3,Rick Barnes,-3.0
2014,Kentucky,8,SEC,21.1505,116.202,95.0512,64.6236,20.2,115.9,95.7,0.901,49.7,45.0,53.8,37.8,18.1,16.3,42.2,70.1,50.0,44.0,32.5,31.7,72.0,28.0,0.322,93.139,79.303,81.978,1.124,0.986,3.9,29.5,66.5,5.0,19.88361934,,,,,,17,28,19.0,4,10,14,1,29,98.2,3,John Calipari,9.8
2014,Gonzaga,8,WCC,20.6386,113.594,92.9558,64.5603,20.7,114.6,93.9,0.908,55.4,44.4,40.6,38.3,16.9,17.8,30.7,70.5,54.0,42.8,38.7,31.8,67.3,32.7,2.039,47.31,76.999,81.438,1.14,0.971,4.0,19.867,66.1,1.0,21.01099791,,,,,,20,14,22.0,2,8,10,2,64,92.5,2,Mark Few,4.7
2014,Memphis,8,Amer,14.9304,111.252,96.3212,67.8621,16.1,112.4,96.3,0.855,52.0,48.1,39.9,33.7,18.8,20.6,36.1,66.8,52.7,48.8,33.5,31.0,72.8,27.2,2.054,69.609,76.699,80.132,1.081,0.987,2.8,28.502,69.7,1.0,16.02551151,,,,,,37,43,43.0,4,2,6,1,31,89.8,-2,Josh Pastner,-1.6
